"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 9 years","SEX AND AGE!!Total population!!10 to 14 years","SEX AND AGE!!Total population!!15 to 19 years","SEX AND AGE!!Total population!!20 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 59 years","SEX AND AGE!!Total population!!60 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 to 84 years","SEX AND AGE!!Total population!!85 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!16 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females)","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"    Estimate","","19,835,913","9,696,573","10,139,340","95.6","1,092,698","1,107,024","1,192,942","1,216,068","1,240,087","2,793,961","2,556,851","2,464,191","1,328,662","1,366,092","2,042,776","1,019,837","414,724","39.8","4,103,566","16,210,453","15,732,347","14,973,928","4,277,704","3,477,337","15,732,347","7,594,117","8,138,230","93.3","3,477,337","1,528,102","1,949,235","78.4","","19,835,913","17,715,708","2,120,205","17,715,708","11,022,836","2,812,364","119,692","1,939","335","919","0","1,727,826","369,127","702,215","117,062","35,687","116,359","30,808","356,568","9,815","2,680","1,457","841","4,837","2,023,175","2,120,205","196,539","85,358","147,628","31,006","","19,835,913","12,699,572","3,488,324","353,795","1,967,535","32,934","3,606,852","","19,835,913","3,864,337","469,828","1,008,909","83,771","2,301,829","15,971,576","10,603,657","2,651,928","35,726","1,713,659","5,656","196,044","764,906","278,046","486,860","8,530,561","","14,109,037","6,777,199","7,331,838"
"    Percent","","19,835,913","48.9%","51.1%","(X)","5.5%","5.6%","6.0%","6.1%","6.3%","14.1%","12.9%","12.4%","6.7%","6.9%","10.3%","5.1%","2.1%","(X)","20.7%","81.7%","79.3%","75.5%","21.6%","17.5%","15,732,347","48.3%","51.7%","(X)","3,477,337","43.9%","56.1%","(X)","","19,835,913","89.3%","10.7%","89.3%","55.6%","14.2%","0.6%","0.0%","0.0%","0.0%","0.0%","8.7%","1.9%","3.5%","0.6%","0.2%","0.6%","0.2%","1.8%","0.0%","0.0%","0.0%","0.0%","0.0%","10.2%","10.7%","1.0%","0.4%","0.7%","0.2%","","19,835,913","64.0%","17.6%","1.8%","9.9%","0.2%","18.2%","","19,835,913","19.5%","2.4%","5.1%","0.4%","11.6%","80.5%","53.5%","13.4%","0.2%","8.6%","0.0%","1.0%","3.9%","1.4%","2.5%","(X)","","14,109,037","48.0%","52.0%"
"North Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","10,551,162","5,149,323","5,401,839","95.3","582,801","617,727","689,760","709,711","705,531","1,376,664","1,350,937","1,353,447","675,797","692,418","1,106,972","519,142","170,255","39.4","2,299,746","8,524,268","8,251,416","7,802,457","2,203,558","1,796,369","8,251,416","3,973,696","4,277,720","92.9","1,796,369","793,142","1,003,227","79.1","","10,551,162","9,665,999","885,163","9,665,999","6,587,453","2,118,333","116,742","12,288","197","348","198","325,011","122,068","51,601","25,377","6,943","22,986","37,139","58,897","5,915","1,211","1,876","1,414","1,414","512,545","885,163","158,389","128,547","59,610","24,470","","10,551,162","7,392,623","2,387,469","311,921","416,542","20,709","970,684","","10,551,162","1,070,001","538,184","122,272","33,258","376,287","9,481,161","6,428,725","2,096,104","92,155","322,736","5,798","50,784","484,859","77,848","407,011","4,801,698","","7,808,186","3,744,703","4,063,483"
"    Percent","","10,551,162","48.8%","51.2%","(X)","5.5%","5.9%","6.5%","6.7%","6.7%","13.0%","12.8%","12.8%","6.4%","6.6%","10.5%","4.9%","1.6%","(X)","21.8%","80.8%","78.2%","73.9%","20.9%","17.0%","8,251,416","48.2%","51.8%","(X)","1,796,369","44.2%","55.8%","(X)","","10,551,162","91.6%","8.4%","91.6%","62.4%","20.1%","1.1%","0.1%","0.0%","0.0%","0.0%","3.1%","1.2%","0.5%","0.2%","0.1%","0.2%","0.4%","0.6%","0.1%","0.0%","0.0%","0.0%","0.0%","4.9%","8.4%","1.5%","1.2%","0.6%","0.2%","","10,551,162","70.1%","22.6%","3.0%","3.9%","0.2%","9.2%","","10,551,162","10.1%","5.1%","1.2%","0.3%","3.6%","89.9%","60.9%","19.9%","0.9%","3.1%","0.1%","0.5%","4.6%","0.7%","3.9%","(X)","","7,808,186","48.0%","52.0%"
"North Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","774,948","399,544","375,404","106.4","51,150","51,932","51,739","52,465","60,923","110,330","100,570","78,905","44,083","49,011","73,382","33,951","16,507","35.8","182,589","610,714","592,359","555,602","152,120","123,840","592,359","305,827","286,532","106.7","123,840","57,921","65,919","87.9","","774,948","727,812","47,136","727,812","644,265","22,561","35,955","136","14,289","1,108","11,514","11,255","1,762","1,282","1,122","687","745","1,834","3,823","1,792","N","N","N","N","11,984","47,136","6,118","15,534","3,383","630","","774,948","689,486","31,918","54,830","16,337","4,153","30,104","","774,948","32,043","21,059","3,762","393","6,829","742,905","637,557","22,345","34,854","10,952","1,720","2,483","32,994","5,424","27,570","374,435","","576,588","297,341","279,247"
"    Percent","","774,948","51.6%","48.4%","(X)","6.6%","6.7%","6.7%","6.8%","7.9%","14.2%","13.0%","10.2%","5.7%","6.3%","9.5%","4.4%","2.1%","(X)","23.6%","78.8%","76.4%","71.7%","19.6%","16.0%","592,359","51.6%","48.4%","(X)","123,840","46.8%","53.2%","(X)","","774,948","93.9%","6.1%","93.9%","83.1%","2.9%","4.6%","0.0%","1.8%","0.1%","1.5%","1.5%","0.2%","0.2%","0.1%","0.1%","0.1%","0.2%","0.5%","0.2%","N","N","N","N","1.5%","6.1%","0.8%","2.0%","0.4%","0.1%","","774,948","89.0%","4.1%","7.1%","2.1%","0.5%","3.9%","","774,948","4.1%","2.7%","0.5%","0.1%","0.9%","95.9%","82.3%","2.9%","4.5%","1.4%","0.2%","0.3%","4.3%","0.7%","3.6%","(X)","","576,588","51.6%","48.4%"
"Ohio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","11,780,017","5,808,575","5,971,442","97.3","668,935","716,330","758,004","771,242","747,533","1,539,983","1,460,736","1,424,952","766,138","823,595","1,283,153","592,203","227,213","39.6","2,603,410","9,480,334","9,176,607","8,700,622","2,602,834","2,102,569","9,176,607","4,474,420","4,702,187","95.2","2,102,569","941,491","1,161,078","81.1","","11,780,017","11,020,574","759,443","11,020,574","9,110,505","1,406,378","20,594","2,341","195","621","158","283,555","91,921","55,122","25,985","9,999","14,165","14,663","71,700","6,580","1,888","1,439","349","2,904","192,962","759,443","190,986","115,619","61,520","17,827","","11,780,017","9,820,152","1,683,309","190,485","368,384","21,351","520,157","","11,780,017","505,113","212,403","143,688","10,615","138,407","11,274,904","9,017,917","1,387,681","11,075","280,366","5,658","50,684","521,523","103,324","418,199","5,269,498","","8,943,128","4,348,176","4,594,952"
"    Percent","","11,780,017","49.3%","50.7%","(X)","5.7%","6.1%","6.4%","6.5%","6.3%","13.1%","12.4%","12.1%","6.5%","7.0%","10.9%","5.0%","1.9%","(X)","22.1%","80.5%","77.9%","73.9%","22.1%","17.8%","9,176,607","48.8%","51.2%","(X)","2,102,569","44.8%","55.2%","(X)","","11,780,017","93.6%","6.4%","93.6%","77.3%","11.9%","0.2%","0.0%","0.0%","0.0%","0.0%","2.4%","0.8%","0.5%","0.2%","0.1%","0.1%","0.1%","0.6%","0.1%","0.0%","0.0%","0.0%","0.0%","1.6%","6.4%","1.6%","1.0%","0.5%","0.2%","","11,780,017","83.4%","14.3%","1.6%","3.1%","0.2%","4.4%","","11,780,017","4.3%","1.8%","1.2%","0.1%","1.2%","95.7%","76.6%","11.8%","0.1%","2.4%","0.0%","0.4%","4.4%","0.9%","3.6%","(X)","","8,943,128","48.6%","51.4%"
"Oklahoma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,986,639","1,984,707","2,001,932","99.1","241,605","266,404","282,920","277,643","278,178","529,075","528,611","448,649","234,480","253,900","391,442","189,159","64,573","37.2","957,938","3,140,799","3,028,701","2,854,120","795,558","645,174","3,028,701","1,490,820","1,537,881","96.9","645,174","290,701","354,473","82.0","","3,986,639","3,428,032","558,607","3,428,032","2,617,058","274,632","297,937","114,651","810","1,095","1,252","90,192","19,874","10,969","8,459","1,422","4,812","16,020","28,636","5,247","1,683","242","436","2,886","142,966","558,607","55,113","225,070","23,612","19,778","","3,986,639","3,142,156","380,869","580,669","126,067","10,488","346,043","","3,986,639","467,246","354,431","18,640","3,875","90,300","3,519,393","2,505,170","265,588","269,588","89,025","5,045","15,784","369,193","29,745","339,448","1,762,113","","2,903,864","1,423,981","1,479,883"
"    Percent","","3,986,639","49.8%","50.2%","(X)","6.1%","6.7%","7.1%","7.0%","7.0%","13.3%","13.3%","11.3%","5.9%","6.4%","9.8%","4.7%","1.6%","(X)","24.0%","78.8%","76.0%","71.6%","20.0%","16.2%","3,028,701","49.2%","50.8%","(X)","645,174","45.1%","54.9%","(X)","","3,986,639","86.0%","14.0%","86.0%","65.6%","6.9%","7.5%","2.9%","0.0%","0.0%","0.0%","2.3%","0.5%","0.3%","0.2%","0.0%","0.1%","0.4%","0.7%","0.1%","0.0%","0.0%","0.0%","0.1%","3.6%","14.0%","1.4%","5.6%","0.6%","0.5%","","3,986,639","78.8%","9.6%","14.6%","3.2%","0.3%","8.7%","","3,986,639","11.7%","8.9%","0.5%","0.1%","2.3%","88.3%","62.8%","6.7%","6.8%","2.2%","0.1%","0.4%","9.3%","0.7%","8.5%","(X)","","2,903,864","49.0%","51.0%"
"Oregon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,246,155","2,121,532","2,124,623","99.9","210,330","234,955","260,324","255,395","254,516","595,688","594,829","522,034","252,441","275,747","491,149","221,356","77,391","40.1","858,666","3,487,919","3,387,489","3,233,564","953,489","789,896","3,387,489","1,676,388","1,711,101","98.0","789,896","364,260","425,636","85.6","","4,246,155","3,746,421","499,734","3,746,421","3,169,447","80,735","56,281","3,242","1,010","1,661","1,515","190,234","26,894","42,558","22,544","12,366","16,185","35,294","34,393","16,727","2,903","1,756","2,035","10,033","232,997","499,734","34,917","76,621","59,625","1,921","","4,246,155","3,645,894","137,439","177,769","279,725","34,516","526,638","","4,246,155","596,516","473,003","15,252","8,775","99,486","3,649,639","3,059,202","76,060","29,303","186,787","15,675","28,498","254,114","65,683","188,431","1,837,009","","3,200,314","1,577,129","1,623,185"
"    Percent","","4,246,155","50.0%","50.0%","(X)","5.0%","5.5%","6.1%","6.0%","6.0%","14.0%","14.0%","12.3%","5.9%","6.5%","11.6%","5.2%","1.8%","(X)","20.2%","82.1%","79.8%","76.2%","22.5%","18.6%","3,387,489","49.5%","50.5%","(X)","789,896","46.1%","53.9%","(X)","","4,246,155","88.2%","11.8%","88.2%","74.6%","1.9%","1.3%","0.1%","0.0%","0.0%","0.0%","4.5%","0.6%","1.0%","0.5%","0.3%","0.4%","0.8%","0.8%","0.4%","0.1%","0.0%","0.0%","0.2%","5.5%","11.8%","0.8%","1.8%","1.4%","0.0%","","4,246,155","85.9%","3.2%","4.2%","6.6%","0.8%","12.4%","","4,246,155","14.0%","11.1%","0.4%","0.2%","2.3%","86.0%","72.0%","1.8%","0.7%","4.4%","0.4%","0.7%","6.0%","1.5%","4.4%","(X)","","3,200,314","49.3%","50.7%"
"Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","12,964,056","6,399,632","6,564,424","97.5","678,078","723,022","796,302","819,892","784,817","1,694,898","1,613,651","1,574,763","874,553","939,177","1,467,788","704,675","292,440","40.9","2,674,227","10,602,171","10,289,829","9,775,539","3,028,002","2,464,903","10,289,829","5,027,852","5,261,977","95.6","2,464,903","1,102,990","1,361,913","81.0","","12,964,056","12,061,291","902,765","12,061,291","9,704,692","1,351,852","22,765","1,766","123","243","102","470,184","157,794","100,303","27,514","6,698","36,809","42,169","98,897","4,515","2,621","890","164","840","507,283","902,765","162,757","73,311","72,270","18,724","","12,964,056","10,508,980","1,655,558","158,803","574,824","17,924","1,027,533","","12,964,056","1,082,550","177,215","466,450","26,316","412,569","11,881,506","9,535,499","1,316,152","7,083","467,751","2,558","69,229","483,234","127,996","355,238","5,770,472","","9,918,163","4,835,481","5,082,682"
"    Percent","","12,964,056","49.4%","50.6%","(X)","5.2%","5.6%","6.1%","6.3%","6.1%","13.1%","12.4%","12.1%","6.7%","7.2%","11.3%","5.4%","2.3%","(X)","20.6%","81.8%","79.4%","75.4%","23.4%","19.0%","10,289,829","48.9%","51.1%","(X)","2,464,903","44.7%","55.3%","(X)","","12,964,056","93.0%","7.0%","93.0%","74.9%","10.4%","0.2%","0.0%","0.0%","0.0%","0.0%","3.6%","1.2%","0.8%","0.2%","0.1%","0.3%","0.3%","0.8%","0.0%","0.0%","0.0%","0.0%","0.0%","3.9%","7.0%","1.3%","0.6%","0.6%","0.1%","","12,964,056","81.1%","12.8%","1.2%","4.4%","0.1%","7.9%","","12,964,056","8.4%","1.4%","3.6%","0.2%","3.2%","91.6%","73.6%","10.2%","0.1%","3.6%","0.0%","0.5%","3.7%","1.0%","2.7%","(X)","","9,918,163","48.8%","51.2%"
"Rhode Island","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,095,610","536,589","559,021","96.0","52,767","55,659","61,626","74,948","77,146","147,146","137,307","133,337","72,482","82,991","119,016","56,220","24,965","40.6","208,321","913,136","887,289","832,043","246,437","200,201","887,289","429,137","458,152","93.7","200,201","88,596","111,605","79.4","","1,095,610","965,539","130,071","965,539","775,695","54,408","3,297","N","N","N","N","34,144","7,364","7,276","2,808","384","1,700","1,045","13,567","1,492","N","N","N","N","96,503","130,071","13,094","5,738","8,225","1,497","","1,095,610","883,044","96,535","16,210","44,520","3,276","194,203","","1,095,610","187,777","10,858","47,638","2,755","126,526","907,833","754,554","49,453","2,161","33,906","758","10,215","56,786","23,636","33,150","484,925","","827,415","399,258","428,157"
"    Percent","","1,095,610","49.0%","51.0%","(X)","4.8%","5.1%","5.6%","6.8%","7.0%","13.4%","12.5%","12.2%","6.6%","7.6%","10.9%","5.1%","2.3%","(X)","19.0%","83.3%","81.0%","75.9%","22.5%","18.3%","887,289","48.4%","51.6%","(X)","200,201","44.3%","55.7%","(X)","","1,095,610","88.1%","11.9%","88.1%","70.8%","5.0%","0.3%","N","N","N","N","3.1%","0.7%","0.7%","0.3%","0.0%","0.2%","0.1%","1.2%","0.1%","N","N","N","N","8.8%","11.9%","1.2%","0.5%","0.8%","0.1%","","1,095,610","80.6%","8.8%","1.5%","4.1%","0.3%","17.7%","","1,095,610","17.1%","1.0%","4.3%","0.3%","11.5%","82.9%","68.9%","4.5%","0.2%","3.1%","0.1%","0.9%","5.2%","2.2%","3.0%","(X)","","827,415","48.3%","51.7%"
"South Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","5,190,705","2,521,689","2,669,016","94.5","275,793","308,096","330,103","351,834","326,481","660,935","651,268","623,044","336,553","359,375","606,552","276,243","84,428","40.2","1,115,996","4,207,365","4,074,709","3,852,732","1,185,610","967,223","4,074,709","1,953,635","2,121,074","92.1","967,223","433,947","533,276","81.4","","5,190,705","4,850,172","340,533","4,850,172","3,301,055","1,299,709","19,948","N","N","N","N","85,953","24,619","12,782","14,804","3,967","4,323","10,595","14,863","2,123","808","394","705","216","141,384","340,533","65,232","59,127","27,319","8,187","","5,190,705","3,617,237","1,395,125","99,727","121,947","8,087","305,866","","5,190,705","329,424","165,277","40,214","11,264","112,669","4,861,281","3,249,208","1,291,548","11,427","83,805","1,912","21,694","201,687","29,463","172,224","2,395,957","","3,940,745","1,882,964","2,057,781"
"    Percent","","5,190,705","48.6%","51.4%","(X)","5.3%","5.9%","6.4%","6.8%","6.3%","12.7%","12.5%","12.0%","6.5%","6.9%","11.7%","5.3%","1.6%","(X)","21.5%","81.1%","78.5%","74.2%","22.8%","18.6%","4,074,709","47.9%","52.1%","(X)","967,223","44.9%","55.1%","(X)","","5,190,705","93.4%","6.6%","93.4%","63.6%","25.0%","0.4%","N","N","N","N","1.7%","0.5%","0.2%","0.3%","0.1%","0.1%","0.2%","0.3%","0.0%","0.0%","0.0%","0.0%","0.0%","2.7%","6.6%","1.3%","1.1%","0.5%","0.2%","","5,190,705","69.7%","26.9%","1.9%","2.3%","0.2%","5.9%","","5,190,705","6.3%","3.2%","0.8%","0.2%","2.2%","93.7%","62.6%","24.9%","0.2%","1.6%","0.0%","0.4%","3.9%","0.6%","3.3%","(X)","","3,940,745","47.8%","52.2%"
"South Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","895,376","451,950","443,426","101.9","58,079","63,078","62,294","63,224","58,324","110,211","112,477","94,783","52,978","62,045","97,835","42,176","17,872","37.6","220,621","699,893","674,755","637,381","191,481","157,883","674,755","339,358","335,397","101.2","157,883","74,645","83,238","89.7","","895,376","841,636","53,740","841,636","722,723","17,810","73,115","82","1,035","164","59,812","14,350","5,155","889","2,899","830","199","331","4,047","680","N","N","N","N","12,958","53,740","5,863","18,262","5,506","312","","895,376","775,061","25,895","93,881","20,954","1,606","34,652","","895,376","37,785","18,624","2,898","2,074","14,189","857,591","716,326","17,037","70,427","14,308","656","3,326","35,511","5,532","29,979","400,688","","659,768","331,598","328,170"
"    Percent","","895,376","50.5%","49.5%","(X)","6.5%","7.0%","7.0%","7.1%","6.5%","12.3%","12.6%","10.6%","5.9%","6.9%","10.9%","4.7%","2.0%","(X)","24.6%","78.2%","75.4%","71.2%","21.4%","17.6%","674,755","50.3%","49.7%","(X)","157,883","47.3%","52.7%","(X)","","895,376","94.0%","6.0%","94.0%","80.7%","2.0%","8.2%","0.0%","0.1%","0.0%","6.7%","1.6%","0.6%","0.1%","0.3%","0.1%","0.0%","0.0%","0.5%","0.1%","N","N","N","N","1.4%","6.0%","0.7%","2.0%","0.6%","0.0%","","895,376","86.6%","2.9%","10.5%","2.3%","0.2%","3.9%","","895,376","4.2%","2.1%","0.3%","0.2%","1.6%","95.8%","80.0%","1.9%","7.9%","1.6%","0.1%","0.4%","4.0%","0.6%","3.3%","(X)","","659,768","50.3%","49.7%"
"Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","6,975,218","3,413,181","3,562,037","95.8","397,258","425,066","445,462","449,515","443,384","939,035","901,748","871,706","444,101","470,589","732,101","343,066","112,187","39.2","1,537,615","5,616,708","5,437,603","5,158,274","1,470,825","1,187,354","5,437,603","2,629,428","2,808,175","93.6","1,187,354","532,524","654,830","81.3","","6,975,218","6,499,943","475,275","6,499,943","5,097,360","1,079,627","18,070","3,687","541","384","102","118,920","34,358","19,179","11,568","4,967","7,292","11,789","29,767","6,259","1,319","1,316","848","2,776","179,707","475,275","89,448","93,272","33,567","8,791","","6,975,218","5,541,396","1,214,204","141,000","165,773","17,030","401,917","","6,975,218","420,391","219,910","32,819","15,097","152,565","6,554,827","5,029,919","1,072,455","8,688","117,306","4,079","26,129","296,251","51,614","244,637","3,087,992","","5,248,512","2,530,341","2,718,171"
"    Percent","","6,975,218","48.9%","51.1%","(X)","5.7%","6.1%","6.4%","6.4%","6.4%","13.5%","12.9%","12.5%","6.4%","6.7%","10.5%","4.9%","1.6%","(X)","22.0%","80.5%","78.0%","74.0%","21.1%","17.0%","5,437,603","48.4%","51.6%","(X)","1,187,354","44.8%","55.2%","(X)","","6,975,218","93.2%","6.8%","93.2%","73.1%","15.5%","0.3%","0.1%","0.0%","0.0%","0.0%","1.7%","0.5%","0.3%","0.2%","0.1%","0.1%","0.2%","0.4%","0.1%","0.0%","0.0%","0.0%","0.0%","2.6%","6.8%","1.3%","1.3%","0.5%","0.1%","","6,975,218","79.4%","17.4%","2.0%","2.4%","0.2%","5.8%","","6,975,218","6.0%","3.2%","0.5%","0.2%","2.2%","94.0%","72.1%","15.4%","0.1%","1.7%","0.1%","0.4%","4.2%","0.7%","3.5%","(X)","","5,248,512","48.2%","51.8%"
"Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","29,527,941","14,739,011","14,788,930","99.7","1,891,627","2,055,807","2,206,526","2,136,373","2,012,920","4,239,952","4,142,711","3,627,516","1,694,061","1,628,037","2,425,031","1,099,506","367,874","35.5","7,456,547","22,934,023","22,071,394","20,833,448","4,842,500","3,892,411","22,071,394","10,925,097","11,146,297","98.0","3,892,411","1,759,351","2,133,060","82.5","","29,527,941","22,467,960","7,059,981","22,467,960","14,129,750","3,525,415","227,815","12,310","867","5,582","1,506","1,550,868","499,852","235,086","130,499","28,802","79,434","288,877","288,318","23,046","7,057","6,158","2,522","7,309","3,011,066","7,059,981","238,001","233,212","173,252","39,677","","29,527,941","20,947,659","4,031,100","697,766","1,846,200","70,738","9,263,902","","29,527,941","11,857,387","9,721,127","253,800","123,565","1,758,895","17,670,554","11,627,221","3,429,983","46,146","1,517,806","18,881","119,512","911,005","207,228","703,777","11,867,820","","19,375,866","9,539,693","9,836,173"
