"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","Population 18 to 24 years","Population 18 to 24 years!!Less than high school graduate","Population 18 to 24 years!!High school graduate (includes equivalency)","Population 18 to 24 years!!Some college or associate's degree","Population 18 to 24 years!!Bachelor's degree or higher","Population 25 years and over","Population 25 years and over!!Less than 9th grade","Population 25 years and over!!9th to 12th grade, no diploma","Population 25 years and over!!High school graduate (includes equivalency)","Population 25 years and over!!Some college, no degree","Population 25 years and over!!Associate's degree","Population 25 years and over!!Bachelor's degree","Population 25 years and over!!Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","Population 25 to 34 years!!High school graduate or higher","Population 25 to 34 years!!Bachelor's degree or higher","Population 35 to 44 years","Population 35 to 44 years!!High school graduate or higher","Population 35 to 44 years!!Bachelor's degree or higher","Population 45 to 64 years","Population 45 to 64 years!!High school graduate or higher","Population 45 to 64 years!!Bachelor's degree or higher","Population 65 years and over","Population 65 years and over!!High school graduate or higher","Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","White alone, not Hispanic or Latino","White alone, not Hispanic or Latino!!High school graduate or higher","White alone, not Hispanic or Latino!!Bachelor's degree or higher","Black alone","Black alone!!High school graduate or higher","Black alone!!Bachelor's degree or higher","American Indian or Alaska Native alone","American Indian or Alaska Native alone!!High school graduate or higher","American Indian or Alaska Native alone!!Bachelor's degree or higher","Asian alone","Asian alone!!High school graduate or higher","Asian alone!!Bachelor's degree or higher","Native Hawaiian and Other Pacific Islander alone","Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","Some other race alone","Some other race alone!!High school graduate or higher","Some other race alone!!Bachelor's degree or higher","Two or more races","Two or more races!!High school graduate or higher","Two or more races!!Bachelor's degree or higher","Hispanic or Latino Origin","Hispanic or Latino Origin!!High school graduate or higher","Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"Rhode Island","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","115,698","9,656","37,279","56,409","12,354","736,969","37,301","48,991","220,613","124,664","58,876","149,699","96,825","(X)","(X)","145,756","135,171","52,982","123,187","113,723","49,359","291,454","256,988","94,056","176,572","144,795","50,127","","627,563","562,278","216,982","570,790","516,136","208,453","38,569","31,528","8,266","3,395","2,422","874","24,590","21,329","14,120","N","N","N","28,664","20,385","2,459","13,615","12,182","3,702","89,333","68,980","11,841","","(X)","(X)","(X)","(X)","","42,886","24,243","34,055","39,598","55,749","75,258"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","8.3%","32.2%","48.8%","10.7%","(X)","5.1%","6.6%","29.9%","16.9%","8.0%","20.3%","13.1%","88.3%","33.5%","(X)","92.7%","36.3%","(X)","92.3%","40.1%","(X)","88.2%","32.3%","(X)","82.0%","28.4%","","(X)","89.6%","34.6%","(X)","90.4%","36.5%","(X)","81.7%","21.4%","(X)","71.3%","25.7%","(X)","86.7%","57.4%","(X)","N","N","(X)","71.1%","8.6%","(X)","89.5%","27.2%","(X)","77.2%","13.3%","","22.8%","11.0%","8.6%","3.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","57,540","5,287","19,667","27,044","5,542","350,267","17,714","23,632","112,724","55,054","26,029","71,311","43,803","(X)","(X)","73,389","67,629","23,721","60,722","54,875","22,514","140,100","122,812","42,976","76,056","63,605","25,903","","298,324","267,061","100,056","270,836","244,620","96,274","18,386","14,867","4,480","1,612","1,152","563","12,176","10,796","7,167","N","N","N","13,618","9,416","1,263","5,989","5,487","1,464","43,140","33,409","5,526","","(X)","(X)","(X)","(X)","","50,542","29,326","40,926","50,520","66,256","87,016"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.2%","34.2%","47.0%","9.6%","(X)","5.1%","6.7%","32.2%","15.7%","7.4%","20.4%","12.5%","88.2%","32.9%","(X)","92.2%","32.3%","(X)","90.4%","37.1%","(X)","87.7%","30.7%","(X)","83.6%","34.1%","","(X)","89.5%","33.5%","(X)","90.3%","35.5%","(X)","80.9%","24.4%","(X)","71.5%","34.9%","(X)","88.7%","58.9%","(X)","N","N","(X)","69.1%","9.3%","(X)","91.6%","24.4%","(X)","77.4%","12.8%","","16.3%","8.6%","6.6%","3.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","58,158","4,369","17,612","29,365","6,812","386,702","19,587","25,359","107,889","69,610","32,847","78,388","53,022","(X)","(X)","72,367","67,542","29,261","62,465","58,848","26,845","151,354","134,176","51,080","100,516","81,190","24,224","","329,239","295,217","116,926","299,954","271,516","112,179","20,183","16,661","3,786","1,783","1,270","311","12,414","10,533","6,953","N","N","N","15,046","10,969","1,196","7,626","6,695","2,238","46,193","35,571","6,315","","(X)","(X)","(X)","(X)","","37,357","19,427","26,028","33,766","50,376","69,947"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","7.5%","30.3%","50.5%","11.7%","(X)","5.1%","6.6%","27.9%","18.0%","8.5%","20.3%","13.7%","88.4%","34.0%","(X)","93.3%","40.4%","(X)","94.2%","43.0%","(X)","88.7%","33.7%","(X)","80.8%","24.1%","","(X)","89.7%","35.5%","(X)","90.5%","37.4%","(X)","82.5%","18.8%","(X)","71.2%","17.4%","(X)","84.8%","56.0%","(X)","N","N","(X)","72.9%","7.9%","(X)","87.8%","29.3%","(X)","77.0%","13.7%","","28.9%","13.6%","10.3%","3.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"South Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","478,798","62,143","159,895","213,744","43,016","3,443,851","139,309","295,539","1,016,072","698,438","330,153","607,024","357,316","(X)","(X)","648,479","578,485","187,421","619,763","547,441","191,068","1,309,792","1,158,571","349,711","865,817","724,506","236,140","","2,423,368","2,179,378","790,974","2,326,125","2,110,514","773,676","867,504","709,403","128,683","10,713","8,163","1,228","53,449","46,191","26,829","N","N","N","44,971","26,974","5,039","40,824","35,954","11,035","151,542","102,805","23,622","","(X)","(X)","(X)","(X)","","33,596","20,823","27,178","31,865","46,928","56,616"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.0%","33.4%","44.6%","9.0%","(X)","4.0%","8.6%","29.5%","20.3%","9.6%","17.6%","10.4%","87.4%","28.0%","(X)","89.2%","28.9%","(X)","88.3%","30.8%","(X)","88.5%","26.7%","(X)","83.7%","27.3%","","(X)","89.9%","32.6%","(X)","90.7%","33.3%","(X)","81.8%","14.8%","(X)","76.2%","11.5%","(X)","86.4%","50.2%","(X)","N","N","(X)","60.0%","11.2%","(X)","88.1%","27.0%","(X)","67.8%","15.6%","","27.8%","15.3%","10.2%","4.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","248,675","36,150","88,943","105,244","18,338","1,626,956","73,641","156,588","496,855","319,932","137,196","286,633","156,111","(X)","(X)","316,683","273,333","80,992","303,170","260,661","80,821","621,530","537,161","158,229","385,573","325,572","122,702","","1,166,021","1,036,886","379,269","1,113,842","1,002,086","371,625","386,341","302,548","42,508","5,656","4,173","703","22,857","20,071","12,528","N","N","N","25,238","15,115","2,044","19,379","16,544","5,357","81,528","52,886","10,321","","(X)","(X)","(X)","(X)","","40,847","23,162","31,622","40,901","60,700","74,226"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.5%","35.8%","42.3%","7.4%","(X)","4.5%","9.6%","30.5%","19.7%","8.4%","17.6%","9.6%","85.8%","27.2%","(X)","86.3%","25.6%","(X)","86.0%","26.7%","(X)","86.4%","25.5%","(X)","84.4%","31.8%","","(X)","88.9%","32.5%","(X)","90.0%","33.4%","(X)","78.3%","11.0%","(X)","73.8%","12.4%","(X)","87.8%","54.8%","(X)","N","N","(X)","59.9%","8.1%","(X)","85.4%","27.6%","(X)","64.9%","12.7%","","23.7%","13.5%","6.8%","3.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","230,123","25,993","70,952","108,500","24,678","1,816,895","65,668","138,951","519,217","378,506","192,957","320,391","201,205","(X)","(X)","331,796","305,152","106,429","316,593","286,780","110,247","688,262","621,410","191,482","480,244","398,934","113,438","","1,257,347","1,142,492","411,705","1,212,283","1,108,428","402,051","481,163","406,855","86,175","5,057","3,990","525","30,592","26,120","14,301","N","N","N","19,733","11,859","2,995","21,445","19,410","5,678","70,014","49,919","13,301","","(X)","(X)","(X)","(X)","","29,266","16,819","22,153","26,435","37,108","50,251"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.3%","30.8%","47.1%","10.7%","(X)","3.6%","7.6%","28.6%","20.8%","10.6%","17.6%","11.1%","88.7%","28.7%","(X)","92.0%","32.1%","(X)","90.6%","34.8%","(X)","90.3%","27.8%","(X)","83.1%","23.6%","","(X)","90.9%","32.7%","(X)","91.4%","33.2%","(X)","84.6%","17.9%","(X)","78.9%","10.4%","(X)","85.4%","46.7%","(X)","N","N","(X)","60.1%","15.2%","(X)","90.5%","26.5%","(X)","71.3%","19.0%","","32.3%","16.9%","12.9%","4.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"South Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","81,879","11,646","23,449","37,080","9,704","574,559","16,831","30,795","176,709","126,282","62,204","109,803","51,935","(X)","(X)","116,061","106,756","35,440","99,981","92,233","31,046","216,631","202,394","59,203","141,886","125,550","36,049","","507,840","474,815","151,726","496,930","466,384","149,679","9,548","8,874","1,312","37,477","26,141","3,416","6,312","5,743","2,855","N","N","N","3,669","2,332","805","9,026","8,388","1,624","15,743","11,790","2,800","","(X)","(X)","(X)","(X)","","35,955","25,976","30,721","34,346","44,805","57,922"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.2%","28.6%","45.3%","11.9%","(X)","2.9%","5.4%","30.8%","22.0%","10.8%","19.1%","9.0%","91.7%","28.1%","(X)","92.0%","30.5%","(X)","92.3%","31.1%","(X)","93.4%","27.3%","(X)","88.5%","25.4%","","(X)","93.5%","29.9%","(X)","93.9%","30.1%","(X)","92.9%","13.7%","(X)","69.8%","9.1%","(X)","91.0%","45.2%","(X)","N","N","(X)","63.6%","21.9%","(X)","92.9%","18.0%","(X)","74.9%","17.8%","","28.3%","11.2%","9.6%","3.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","43,201","6,517","13,216","19,519","3,949","286,447","8,697","16,613","94,462","61,391","27,138","51,419","26,727","(X)","(X)","60,429","54,638","16,040","51,379","47,450","12,905","109,290","101,507","28,973","65,349","57,542","20,228","","252,154","234,939","73,504","246,398","230,232","72,383","6,105","5,621","753","17,884","12,133","1,336","2,807","2,484","1,481","N","N","N","2,888","1,612","304","4,263","4,039","768","9,379","6,995","1,465","","(X)","(X)","(X)","(X)","","41,977","30,576","36,468","42,125","53,522","64,227"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","15.1%","30.6%","45.2%","9.1%","(X)","3.0%","5.8%","33.0%","21.4%","9.5%","18.0%","9.3%","91.2%","27.3%","(X)","90.4%","26.5%","(X)","92.4%","25.1%","(X)","92.9%","26.5%","(X)","88.1%","31.0%","","(X)","93.2%","29.2%","(X)","93.4%","29.4%","(X)","92.1%","12.3%","(X)","67.8%","7.5%","(X)","88.5%","52.8%","(X)","N","N","(X)","55.8%","10.5%","(X)","94.7%","18.0%","(X)","74.6%","15.6%","","23.5%","9.3%","8.6%","3.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","38,678","5,129","10,233","17,561","5,755","288,112","8,134","14,182","82,247","64,891","35,066","58,384","25,208","(X)","(X)","55,632","52,118","19,400","48,602","44,783","18,141","107,341","100,887","30,230","76,537","68,008","15,821","","255,686","239,876","78,222","250,532","236,152","77,296","3,443","3,253","559","19,593","14,008","2,080","3,505","3,259","1,374","N","N","N","781","720","501","4,763","4,349","856","6,364","4,795","1,335","","(X)","(X)","(X)","(X)","","30,044","17,612","22,968","27,712","38,297","51,561"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.3%","26.5%","45.4%","14.9%","(X)","2.8%","4.9%","28.5%","22.5%","12.2%","20.3%","8.7%","92.3%","29.0%","(X)","93.7%","34.9%","(X)","92.1%","37.3%","(X)","94.0%","28.2%","(X)","88.9%","20.7%","","(X)","93.8%","30.6%","(X)","94.3%","30.9%","(X)","94.5%","16.2%","(X)","71.5%","10.6%","(X)","93.0%","39.2%","(X)","N","N","(X)","92.2%","64.1%","(X)","91.3%","18.0%","(X)","75.3%","21.0%","","33.6%","13.4%","10.5%","3.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","619,279","76,587","219,736","263,904","59,052","4,588,453","200,536","359,348","1,488,080","953,734","332,593","790,840","463,322","(X)","(X)","905,358","834,732","292,448","841,848","755,269","264,394","1,770,847","1,558,566","452,090","1,070,400","880,002","245,230","","3,682,954","3,254,886","1,039,984","3,558,105","3,172,091","1,018,581","710,141","618,424","142,633","11,879","10,196","3,173","82,433","72,031","47,521","4,385","4,006","758","46,031","23,347","5,090","50,630","45,679","15,003","176,098","110,059","26,844","","(X)","(X)","(X)","(X)","","35,588","21,842","28,641","33,632","46,779","60,242"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.4%","35.5%","42.6%","9.5%","(X)","4.4%","7.8%","32.4%","20.8%","7.2%","17.2%","10.1%","87.8%","27.3%","(X)","92.2%","32.3%","(X)","89.7%","31.4%","(X)","88.0%","25.5%","(X)","82.2%","22.9%","","(X)","88.4%","28.2%","(X)","89.2%","28.6%","(X)","87.1%","20.1%","(X)","85.8%","26.7%","(X)","87.4%","57.6%","(X)","91.4%","17.3%","(X)","50.7%","11.1%","(X)","90.2%","29.6%","(X)","62.5%","15.2%","","28.2%","14.8%","9.9%","4.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","314,769","45,697","125,205","120,312","23,555","2,191,574","107,074","183,941","742,070","436,493","136,629","373,333","212,034","(X)","(X)","449,893","409,136","126,344","413,979","364,138","116,813","856,125","737,655","207,545","471,577","389,630","134,665","","1,772,988","1,549,694","502,725","1,706,661","1,508,455","492,459","323,142","276,405","49,834","5,708","4,796","1,199","36,987","33,508","21,590","2,292","2,019","652","27,131","12,875","2,806","23,326","21,262","6,561","96,235","55,986","12,719","","(X)","(X)","(X)","(X)","","40,701","25,270","32,751","41,099","57,168","74,400"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.5%","39.8%","38.2%","7.5%","(X)","4.9%","8.4%","33.9%","19.9%","6.2%","17.0%","9.7%","86.7%","26.7%","(X)","90.9%","28.1%","(X)","88.0%","28.2%","(X)","86.2%","24.2%","(X)","82.6%","28.6%","","(X)","87.4%","28.4%","(X)","88.4%","28.9%","(X)","85.5%","15.4%","(X)","84.0%","21.0%","(X)","90.6%","58.4%","(X)","88.1%","28.4%","(X)","47.5%","10.3%","(X)","91.2%","28.1%","(X)","58.2%","13.2%","","23.8%","12.5%","6.9%","3.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","304,510","30,890","94,531","143,592","35,497","2,396,879","93,462","175,407","746,010","517,241","195,964","417,507","251,288","(X)","(X)","455,465","425,596","166,104","427,869","391,131","147,581","914,722","820,911","244,545","598,823","490,372","110,565","","1,909,966","1,705,192","537,259","1,851,444","1,663,636","526,122","386,999","342,019","92,799","6,171","5,400","1,974","45,446","38,523","25,931","2,093","1,987","106","18,900","10,472","2,284","27,304","24,417","8,442","79,863","54,073","14,125","","(X)","(X)","(X)","(X)","","30,686","17,139","23,137","28,981","40,516","51,957"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.1%","31.0%","47.2%","11.7%","(X)","3.9%","7.3%","31.1%","21.6%","8.2%","17.4%","10.5%","88.8%","27.9%","(X)","93.4%","36.5%","(X)","91.4%","34.5%","(X)","89.7%","26.7%","(X)","81.9%","18.5%","","(X)","89.3%","28.1%","(X)","89.9%","28.4%","(X)","88.4%","24.0%","(X)","87.5%","32.0%","(X)","84.8%","57.1%","(X)","94.9%","5.1%","(X)","55.4%","12.1%","(X)","89.4%","30.9%","(X)","67.7%","17.7%","","32.8%","17.0%","12.4%","4.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,790,087","417,459","926,602","1,205,734","240,292","18,149,346","1,473,004","1,496,019","4,552,676","3,932,201","1,323,957","3,510,311","1,861,178","(X)","(X)","4,122,739","3,640,816","1,276,751","3,833,039","3,193,168","1,209,407","6,728,076","5,592,587","1,949,572","3,465,492","2,753,752","935,759","","13,642,801","11,453,425","4,069,206","8,580,069","8,066,539","3,308,595","2,156,713","1,929,416","522,444","84,855","69,087","17,362","929,639","822,228","550,525","15,443","13,740","3,205","1,004,465","615,083","110,638","315,430","277,344","98,109","6,230,377","4,124,449","901,164","","(X)","(X)","(X)","(X)","","38,425","22,860","30,398","36,452","54,211","70,427"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","15.0%","33.2%","43.2%","8.6%","(X)","8.1%","8.2%","25.1%","21.7%","7.3%","19.3%","10.3%","83.6%","29.6%","(X)","88.3%","31.0%","(X)","83.3%","31.6%","(X)","83.1%","29.0%","(X)","79.5%","27.0%","","(X)","84.0%","29.8%","(X)","94.0%","38.6%","(X)","89.5%","24.2%","(X)","81.4%","20.5%","(X)","88.4%","59.2%","(X)","89.0%","20.8%","(X)","61.2%","11.0%","(X)","87.9%","31.1%","(X)","66.2%","14.5%","","24.6%","13.7%","9.1%","4.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,441,775","239,798","523,988","574,215","103,774","8,857,031","728,038","786,091","2,296,264","1,877,903","601,565","1,645,023","922,147","(X)","(X)","2,093,214","1,811,888","568,439","1,914,649","1,565,020","548,348","3,304,107","2,714,111","940,785","1,545,061","1,251,883","509,598","","6,686,123","5,570,768","1,972,870","4,187,907","3,933,273","1,632,473","1,008,441","887,784","210,467","44,306","35,377","8,378","438,365","395,296","274,339","7,976","7,219","1,551","520,009","312,870","53,510","151,811","133,588","46,055","3,099,806","2,010,814","406,212","","(X)","(X)","(X)","(X)","","44,510","27,461","35,866","44,803","66,875","90,237"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","16.6%","36.3%","39.8%","7.2%","(X)","8.2%","8.9%","25.9%","21.2%","6.8%","18.6%","10.4%","82.9%","29.0%","(X)","86.6%","27.2%","(X)","81.7%","28.6%","(X)","82.1%","28.5%","(X)","81.0%","33.0%","","(X)","83.3%","29.5%","(X)","93.9%","39.0%","(X)","88.0%","20.9%","(X)","79.8%","18.9%","(X)","90.2%","62.6%","(X)","90.5%","19.4%","(X)","60.2%","10.3%","(X)","88.0%","30.3%","(X)","64.9%","13.1%","","20.4%","10.8%","7.0%","3.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,348,312","177,661","402,614","631,519","136,518","9,292,315","744,966","709,928","2,256,412","2,054,298","722,392","1,865,288","939,031","(X)","(X)","2,029,525","1,828,928","708,312","1,918,390","1,628,148","661,059","3,423,969","2,878,476","1,008,787","1,920,431","1,501,869","426,161","","6,956,678","5,882,657","2,096,336","4,392,162","4,133,266","1,676,122","1,148,272","1,041,632","311,977","40,549","33,710","8,984","491,274","426,932","276,186","7,467","6,521","1,654","484,456","302,213","57,128","163,619","143,756","52,054","3,130,571","2,113,635","494,952","","(X)","(X)","(X)","(X)","","31,689","16,141","23,463","30,493","48,263","59,020"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.2%","29.9%","46.8%","10.1%","(X)","8.0%","7.6%","24.3%","22.1%","7.8%","20.1%","10.1%","84.3%","30.2%","(X)","90.1%","34.9%","(X)","84.9%","34.5%","(X)","84.1%","29.5%","(X)","78.2%","22.2%","","(X)","84.6%","30.1%","(X)","94.1%","38.2%","(X)","90.7%","27.2%","(X)","83.1%","22.2%","(X)","86.9%","56.2%","(X)","87.3%","22.2%","(X)","62.4%","11.8%","(X)","87.9%","31.8%","(X)","67.5%","15.8%","","28.9%","16.6%","10.9%","4.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Utah","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","349,704","35,852","110,535","180,021","23,296","1,827,035","50,122","93,413","408,078","469,981","172,999","416,804","215,638","(X)","(X)","453,438","422,012","155,537","424,179","391,323","163,284","614,223","561,893","206,258","335,195","308,272","107,363","","1,600,310","1,508,625","576,293","1,485,935","1,420,826","554,733","19,072","16,467","6,086","18,255","14,107","3,134","49,406","44,128","25,451","15,297","14,332","2,274","93,728","57,691","8,353","30,967","28,150","10,851","215,503","151,108","30,966","","(X)","(X)","(X)","(X)","","38,828","27,134","31,280","34,534","47,092","70,156"
