"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","Population 18 to 24 years","Population 18 to 24 years!!Less than high school graduate","Population 18 to 24 years!!High school graduate (includes equivalency)","Population 18 to 24 years!!Some college or associate's degree","Population 18 to 24 years!!Bachelor's degree or higher","Population 25 years and over","Population 25 years and over!!Less than 9th grade","Population 25 years and over!!9th to 12th grade, no diploma","Population 25 years and over!!High school graduate (includes equivalency)","Population 25 years and over!!Some college, no degree","Population 25 years and over!!Associate's degree","Population 25 years and over!!Bachelor's degree","Population 25 years and over!!Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","Population 25 to 34 years!!High school graduate or higher","Population 25 to 34 years!!Bachelor's degree or higher","Population 35 to 44 years","Population 35 to 44 years!!High school graduate or higher","Population 35 to 44 years!!Bachelor's degree or higher","Population 45 to 64 years","Population 45 to 64 years!!High school graduate or higher","Population 45 to 64 years!!Bachelor's degree or higher","Population 65 years and over","Population 65 years and over!!High school graduate or higher","Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","White alone, not Hispanic or Latino","White alone, not Hispanic or Latino!!High school graduate or higher","White alone, not Hispanic or Latino!!Bachelor's degree or higher","Black alone","Black alone!!High school graduate or higher","Black alone!!Bachelor's degree or higher","American Indian or Alaska Native alone","American Indian or Alaska Native alone!!High school graduate or higher","American Indian or Alaska Native alone!!Bachelor's degree or higher","Asian alone","Asian alone!!High school graduate or higher","Asian alone!!Bachelor's degree or higher","Native Hawaiian and Other Pacific Islander alone","Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","Some other race alone","Some other race alone!!High school graduate or higher","Some other race alone!!Bachelor's degree or higher","Two or more races","Two or more races!!High school graduate or higher","Two or more races!!Bachelor's degree or higher","Hispanic or Latino Origin","Hispanic or Latino Origin!!High school graduate or higher","Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Estimate","","(X)","12.8%","33.8%","44.8%","8.7%","(X)","4.4%","9.2%","29.4%","20.7%","9.4%","17.3%","9.5%","86.3%","26.8%","(X)","88.9%","29.2%","(X)","88.0%","28.5%","(X)","87.8%","26.5%","(X)","80.6%","24.2%","","(X)","88.9%","31.1%","(X)","89.8%","31.7%","(X)","81.0%","14.8%","(X)","77.5%","15.0%","(X)","82.8%","48.2%","(X)","N","N","(X)","57.2%","12.0%","(X)","85.1%","25.6%","(X)","63.0%","15.2%","","31.4%","16.0%","10.0%","4.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","250,386","34,945","95,608","103,398","16,435","1,573,721","76,063","159,949","473,390","314,808","127,658","281,378","140,475","(X)","(X)","314,957","273,099","79,727","291,376","248,532","72,307","614,439","526,642","160,857","352,949","289,436","108,962","","1,127,109","988,497","359,723","1,078,170","959,294","353,127","379,706","300,238","43,023","4,486","3,509","736","21,028","18,044","11,957","N","N","N","22,473","11,375","1,919","17,888","15,124","4,474","76,117","44,184","9,140","","(X)","(X)","(X)","(X)","","37,769","22,343","30,558","39,884","53,775","66,458"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.0%","38.2%","41.3%","6.6%","(X)","4.8%","10.2%","30.1%","20.0%","8.1%","17.9%","8.9%","85.0%","26.8%","(X)","86.7%","25.3%","(X)","85.3%","24.8%","(X)","85.7%","26.2%","(X)","82.0%","30.9%","","(X)","87.7%","31.9%","(X)","89.0%","32.8%","(X)","79.1%","11.3%","(X)","78.2%","16.4%","(X)","85.8%","56.9%","(X)","N","N","(X)","50.6%","8.5%","(X)","84.5%","25.0%","(X)","58.0%","12.0%","","27.6%","12.4%","6.8%","4.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","236,620","27,438","68,857","114,606","25,719","1,746,111","70,949","146,894","503,709","371,109","185,062","294,465","173,923","(X)","(X)","316,622","288,688","104,761","309,073","279,743","98,633","679,411","609,010","182,109","441,005","350,827","82,885","","1,209,832","1,088,749","366,957","1,169,473","1,059,979","359,160","470,198","388,047","82,706","5,618","4,320","784","25,075","20,114","10,282","N","N","N","16,360","10,829","2,760","18,500","15,829","4,857","60,661","41,949","11,591","","(X)","(X)","(X)","(X)","","27,565","14,149","21,501","26,308","36,398","49,430"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.6%","29.1%","48.4%","10.9%","(X)","4.1%","8.4%","28.8%","21.3%","10.6%","16.9%","10.0%","87.5%","26.8%","(X)","91.2%","33.1%","(X)","90.5%","31.9%","(X)","89.6%","26.8%","(X)","79.6%","18.8%","","(X)","90.0%","30.3%","(X)","90.6%","30.7%","(X)","82.5%","17.6%","(X)","76.9%","14.0%","(X)","80.2%","41.0%","(X)","N","N","(X)","66.2%","16.9%","(X)","85.6%","26.3%","(X)","69.2%","19.1%","","35.3%","19.3%","12.5%","5.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"South Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","85,681","12,173","25,843","39,371","8,294","563,108","19,422","30,620","175,958","119,929","62,294","110,562","44,323","(X)","(X)","111,923","102,933","35,034","98,348","90,667","31,126","218,324","204,279","57,585","134,513","115,187","31,140","","497,711","463,438","145,125","490,147","457,851","143,592","7,412","4,970","1,217","36,822","29,279","3,334","6,479","4,197","2,213","N","N","N","4,519","2,708","438","9,592","7,967","2,537","14,060","9,975","2,631","","(X)","(X)","(X)","(X)","","34,248","24,776","29,135","32,264","41,273","51,443"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.2%","30.2%","46.0%","9.7%","(X)","3.4%","5.4%","31.2%","21.3%","11.1%","19.6%","7.9%","91.1%","27.5%","(X)","92.0%","31.3%","(X)","92.2%","31.6%","(X)","93.6%","26.4%","(X)","85.6%","23.2%","","(X)","93.1%","29.2%","(X)","93.4%","29.3%","(X)","67.1%","16.4%","(X)","79.5%","9.1%","(X)","64.8%","34.2%","(X)","N","N","(X)","59.9%","9.7%","(X)","83.1%","26.4%","(X)","70.9%","18.7%","","27.0%","14.2%","8.6%","3.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","44,388","6,974","14,397","20,098","2,919","278,842","9,998","17,338","93,438","56,122","29,315","51,415","21,216","(X)","(X)","57,233","52,245","15,951","50,998","46,310","13,723","109,321","100,627","25,798","61,290","52,324","17,159","","246,312","227,016","68,221","242,256","224,161","67,531","4,879","3,365","815","17,825","14,342","1,297","2,326","1,194","571","N","N","N","1,930","856","295","5,472","4,701","1,411","7,497","5,035","1,452","","(X)","(X)","(X)","(X)","","40,942","26,760","36,472","40,662","51,155","60,150"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","15.7%","32.4%","45.3%","6.6%","(X)","3.6%","6.2%","33.5%","20.1%","10.5%","18.4%","7.6%","90.2%","26.0%","(X)","91.3%","27.9%","(X)","90.8%","26.9%","(X)","92.0%","23.6%","(X)","85.4%","28.0%","","(X)","92.2%","27.7%","(X)","92.5%","27.9%","(X)","69.0%","16.7%","(X)","80.5%","7.3%","(X)","51.3%","24.5%","(X)","N","N","(X)","44.4%","15.3%","(X)","85.9%","25.8%","(X)","67.2%","19.4%","","23.3%","11.9%","7.0%","2.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","41,293","5,199","11,446","19,273","5,375","284,266","9,424","13,282","82,520","63,807","32,979","59,147","23,107","(X)","(X)","54,690","50,688","19,083","47,350","44,357","17,403","109,003","103,652","31,787","73,223","62,863","13,981","","251,399","236,422","76,904","247,891","233,690","76,061","2,533","1,605","402","18,997","14,937","2,037","4,153","3,003","1,642","N","N","N","2,589","1,852","143","4,120","3,266","1,126","6,563","4,940","1,179","","(X)","(X)","(X)","(X)","","28,439","15,959","21,713","27,162","35,457","47,466"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.6%","27.7%","46.7%","13.0%","(X)","3.3%","4.7%","29.0%","22.4%","11.6%","20.8%","8.1%","92.0%","28.9%","(X)","92.7%","34.9%","(X)","93.7%","36.8%","(X)","95.1%","29.2%","(X)","85.9%","19.1%","","(X)","94.0%","30.6%","(X)","94.3%","30.7%","(X)","63.4%","15.9%","(X)","78.6%","10.7%","(X)","72.3%","39.5%","(X)","N","N","(X)","71.5%","5.5%","(X)","79.3%","27.3%","(X)","75.3%","18.0%","","31.6%","16.7%","10.0%","3.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","633,012","66,248","230,156","278,756","57,852","4,473,487","237,285","386,520","1,482,137","915,965","300,500","719,980","431,100","(X)","(X)","865,801","777,408","264,324","841,160","744,572","248,145","1,750,746","1,530,805","430,377","1,015,780","796,897","208,234","","3,597,172","3,125,975","962,901","3,483,621","3,055,838","945,896","688,804","578,873","126,599","13,054","11,176","4,448","71,185","61,225","35,054","N","N","N","47,887","26,277","7,117","53,652","44,831","14,814","165,216","98,215","21,770","","(X)","(X)","(X)","(X)","","32,406","20,461","26,490","31,615","45,600","56,896"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.5%","36.4%","44.0%","9.1%","(X)","5.3%","8.6%","33.1%","20.5%","6.7%","16.1%","9.6%","86.1%","25.7%","(X)","89.8%","30.5%","(X)","88.5%","29.5%","(X)","87.4%","24.6%","(X)","78.5%","20.5%","","(X)","86.9%","26.8%","(X)","87.7%","27.2%","(X)","84.0%","18.4%","(X)","85.6%","34.1%","(X)","86.0%","49.2%","(X)","N","N","(X)","54.9%","14.9%","(X)","83.6%","27.6%","(X)","59.4%","13.2%","","29.9%","15.7%","10.5%","4.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","320,102","39,104","126,325","131,925","22,748","2,134,872","120,422","202,481","725,899","425,615","120,214","337,665","202,576","(X)","(X)","426,347","376,913","115,610","416,003","359,885","110,307","844,199","722,892","199,022","448,323","352,279","115,302","","1,731,063","1,485,294","462,910","1,668,801","1,448,511","454,311","313,410","258,258","47,813","5,688","5,085","2,475","30,489","26,145","16,071","N","N","N","26,436","14,504","3,841","26,894","21,996","7,086","90,106","51,506","11,027","","(X)","(X)","(X)","(X)","","39,198","22,922","31,699","39,931","54,746","72,077"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.2%","39.5%","41.2%","7.1%","(X)","5.6%","9.5%","34.0%","19.9%","5.6%","15.8%","9.5%","84.9%","25.3%","(X)","88.4%","27.1%","(X)","86.5%","26.5%","(X)","85.6%","23.6%","(X)","78.6%","25.7%","","(X)","85.8%","26.7%","(X)","86.8%","27.2%","(X)","82.4%","15.3%","(X)","89.4%","43.5%","(X)","85.8%","52.7%","(X)","N","N","(X)","54.9%","14.5%","(X)","81.8%","26.3%","(X)","57.2%","12.2%","","26.8%","13.1%","8.4%","3.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","312,910","27,144","103,831","146,831","35,104","2,338,615","116,863","184,039","756,238","490,350","180,286","382,315","228,524","(X)","(X)","439,454","400,495","148,714","425,157","384,687","137,838","906,547","807,913","231,355","567,457","444,618","92,932","","1,866,109","1,640,681","499,991","1,814,820","1,607,327","491,585","375,394","320,615","78,786","7,366","6,091","1,973","40,696","35,080","18,983","N","N","N","21,451","11,773","3,276","26,758","22,835","7,728","75,110","46,709","10,743","","(X)","(X)","(X)","(X)","","27,653","15,653","21,326","26,578","38,506","48,477"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","8.7%","33.2%","46.9%","11.2%","(X)","5.0%","7.9%","32.3%","21.0%","7.7%","16.3%","9.8%","87.1%","26.1%","(X)","91.1%","33.8%","(X)","90.5%","32.4%","(X)","89.1%","25.5%","(X)","78.4%","16.4%","","(X)","87.9%","26.8%","(X)","88.6%","27.1%","(X)","85.4%","21.0%","(X)","82.7%","26.8%","(X)","86.2%","46.6%","(X)","N","N","(X)","54.9%","15.3%","(X)","85.3%","28.9%","(X)","62.2%","14.3%","","33.3%","18.2%","12.2%","4.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,787,469","445,677","896,395","1,224,498","220,899","17,472,861","1,559,568","1,511,574","4,425,654","3,816,471","1,204,220","3,266,266","1,689,108","(X)","(X)","3,977,864","3,447,694","1,170,897","3,725,435","3,071,942","1,143,876","6,548,055","5,381,499","1,835,358","3,221,507","2,500,584","805,243","","13,318,221","11,013,621","3,820,100","8,475,882","7,911,575","3,153,166","2,051,007","1,809,766","458,949","80,308","62,173","16,302","845,450","742,369","487,985","12,601","11,210","1,671","880,090","517,856","84,855","285,184","244,724","85,512","5,880,798","3,734,366","776,991","","(X)","(X)","(X)","(X)","","36,361","21,362","28,000","35,462","51,887","70,031"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","16.0%","32.2%","43.9%","7.9%","(X)","8.9%","8.7%","25.3%","21.8%","6.9%","18.7%","9.7%","82.4%","28.4%","(X)","86.7%","29.4%","(X)","82.5%","30.7%","(X)","82.2%","28.0%","(X)","77.6%","25.0%","","(X)","82.7%","28.7%","(X)","93.3%","37.2%","(X)","88.2%","22.4%","(X)","77.4%","20.3%","(X)","87.8%","57.7%","(X)","89.0%","13.3%","(X)","58.8%","9.6%","(X)","85.8%","30.0%","(X)","63.5%","13.2%","","26.2%","14.2%","9.4%","4.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,434,799","257,721","498,979","587,296","90,803","8,516,061","784,041","774,112","2,203,084","1,801,827","551,955","1,549,377","851,665","(X)","(X)","2,019,364","1,716,343","521,988","1,857,740","1,503,640","523,926","3,210,846","2,606,510","907,150","1,428,111","1,131,415","447,978","","6,509,195","5,336,293","1,867,538","4,134,628","3,849,875","1,567,787","961,419","837,965","193,230","38,351","28,671","6,807","402,154","362,249","250,508","6,585","5,747","1,171","462,123","269,905","39,465","136,234","117,078","42,323","2,917,258","1,814,302","349,542","","(X)","(X)","(X)","(X)","","42,054","25,664","33,211","42,435","66,212","90,591"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","18.0%","34.8%","40.9%","6.3%","(X)","9.2%","9.1%","25.9%","21.2%","6.5%","18.2%","10.0%","81.7%","28.2%","(X)","85.0%","25.8%","(X)","80.9%","28.2%","(X)","81.2%","28.3%","(X)","79.2%","31.4%","","(X)","82.0%","28.7%","(X)","93.1%","37.9%","(X)","87.2%","20.1%","(X)","74.8%","17.7%","(X)","90.1%","62.3%","(X)","87.3%","17.8%","(X)","58.4%","8.5%","(X)","85.9%","31.1%","(X)","62.2%","12.0%","","21.8%","11.6%","7.1%","3.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,352,670","187,956","397,416","637,202","130,096","8,956,800","775,527","737,462","2,222,570","2,014,644","652,265","1,716,889","837,443","(X)","(X)","1,958,500","1,731,351","648,909","1,867,695","1,568,302","619,950","3,337,209","2,774,989","928,208","1,793,396","1,369,169","357,265","","6,809,026","5,677,328","1,952,562","4,341,254","4,061,700","1,585,379","1,089,588","971,801","265,719","41,957","33,502","9,495","443,296","380,120","237,477","6,016","5,463","500","417,967","247,951","45,390","148,950","127,646","43,189","2,963,540","1,920,064","427,449","","(X)","(X)","(X)","(X)","","30,242","14,998","21,930","28,877","45,857","56,166"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.9%","29.4%","47.1%","9.6%","(X)","8.7%","8.2%","24.8%","22.5%","7.3%","19.2%","9.3%","83.1%","28.5%","(X)","88.4%","33.1%","(X)","84.0%","33.2%","(X)","83.2%","27.8%","(X)","76.3%","19.9%","","(X)","83.4%","28.7%","(X)","93.6%","36.5%","(X)","89.2%","24.4%","(X)","79.8%","22.6%","(X)","85.7%","53.6%","(X)","90.8%","8.3%","(X)","59.3%","10.9%","(X)","85.7%","29.0%","(X)","64.8%","14.4%","","30.7%","16.7%","11.4%","4.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Utah","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","341,637","43,390","105,883","169,008","23,356","1,741,949","49,949","97,817","421,822","458,040","159,609","368,302","186,410","(X)","(X)","440,506","406,490","138,030","402,256","367,206","134,743","591,345","540,441","189,976","307,842","280,046","91,963","","1,550,430","1,445,743","510,374","1,428,908","1,359,217","493,703","17,199","15,265","4,438","19,323","14,785","1,927","45,900","39,848","22,078","12,042","11,007","2,057","70,708","43,714","5,797","26,347","23,821","8,041","201,172","136,844","23,080","","(X)","(X)","(X)","(X)","","36,431","23,626","30,517","32,661","46,255","70,017"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.7%","31.0%","49.5%","6.8%","(X)","2.9%","5.6%","24.2%","26.3%","9.2%","21.1%","10.7%","91.5%","31.8%","(X)","92.3%","31.3%","(X)","91.3%","33.5%","(X)","91.4%","32.1%","(X)","91.0%","29.9%","","(X)","93.2%","32.9%","(X)","95.1%","34.6%","(X)","88.8%","25.8%","(X)","76.5%","10.0%","(X)","86.8%","48.1%","(X)","91.4%","17.1%","(X)","61.8%","8.2%","(X)","90.4%","30.5%","(X)","68.0%","11.5%","","20.6%","10.5%","8.0%","4.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","172,958","25,436","60,594","79,592","7,336","864,509","24,232","52,414","203,229","215,934","71,459","182,840","114,401","(X)","(X)","223,444","203,398","67,945","205,010","187,238","72,335","293,456","266,523","102,644","142,599","130,704","54,317","","768,647","713,234","274,701","706,499","669,601","265,592","10,411","9,725","3,072","8,830","6,871","611","20,066","17,572","10,496","5,702","5,319","1,079","36,309","22,164","3,236","14,544","12,978","4,046","103,526","69,990","12,745","","(X)","(X)","(X)","(X)","","46,519","27,474","36,623","41,844","60,964","83,048"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.7%","35.0%","46.0%","4.2%","(X)","2.8%","6.1%","23.5%","25.0%","8.3%","21.1%","13.2%","91.1%","34.4%","(X)","91.0%","30.4%","(X)","91.3%","35.3%","(X)","90.8%","35.0%","(X)","91.7%","38.1%","","(X)","92.8%","35.7%","(X)","94.8%","37.6%","(X)","93.4%","29.5%","(X)","77.8%","6.9%","(X)","87.6%","52.3%","(X)","93.3%","18.9%","(X)","61.0%","8.9%","(X)","89.2%","27.8%","(X)","67.6%","12.3%","","15.6%","8.0%","7.1%","3.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","168,679","17,954","45,289","89,416","16,020","877,440","25,717","45,403","218,593","242,106","88,150","185,462","72,009","(X)","(X)","217,062","203,092","70,085","197,246","179,968","62,408","297,889","273,918","87,332","165,243","149,342","37,646","","781,783","732,509","235,673","722,409","689,616","228,111","6,788","5,540","1,366","10,493","7,914","1,316","25,834","22,276","11,582","6,340","5,688","978","34,399","21,550","2,561","11,803","10,843","3,995","97,646","66,854","10,335","","(X)","(X)","(X)","(X)","","26,674","17,217","22,757","25,276","32,143","51,666"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.6%","26.8%","53.0%","9.5%","(X)","2.9%","5.2%","24.9%","27.6%","10.0%","21.1%","8.2%","91.9%","29.3%","(X)","93.6%","32.3%","(X)","91.2%","31.6%","(X)","92.0%","29.3%","(X)","90.4%","22.8%","","(X)","93.7%","30.1%","(X)","95.5%","31.6%","(X)","81.6%","20.1%","(X)","75.4%","12.5%","(X)","86.2%","44.8%","(X)","89.7%","15.4%","(X)","62.6%","7.4%","(X)","91.9%","33.8%","(X)","68.5%","10.6%","","25.8%","12.7%","8.7%","4.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Vermont","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","67,228","5,619","17,715","34,136","9,758","438,654","12,303","24,166","127,127","75,070","37,916","97,824","64,248","(X)","(X)","70,733","64,762","27,518","69,851","65,940","26,884","187,986","175,554","67,437","110,084","95,929","40,233","","420,262","388,098","156,049","416,024","384,401","154,469","4,006","3,622","1,508","1,810","1,513","130","5,144","3,771","2,112","N","N","N","N","N","N","5,816","3,819","1,432","5,542","4,809","2,037","","(X)","(X)","(X)","(X)","","36,529","21,884","30,898","36,054","40,348","55,525"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","8.4%","26.4%","50.8%","14.5%","(X)","2.8%","5.5%","29.0%","17.1%","8.6%","22.3%","14.6%","91.7%","36.9%","(X)","91.6%","38.9%","(X)","94.4%","38.5%","(X)","93.4%","35.9%","(X)","87.1%","36.5%","","(X)","92.3%","37.1%","(X)","92.4%","37.1%","(X)","90.4%","37.6%","(X)","83.6%","7.2%","(X)","73.3%","41.1%","(X)","N","N","(X)","N","N","(X)","65.7%","24.6%","(X)","86.8%","36.8%","","22.6%","9.6%","8.1%","3.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
