state,year,policy,category,direction,adoption_year,population_total,pollib_median,incomepcap,income,std_bowen1,std_bowen2,unified,duration,duration_sq,duration_cub,nbrs_lag,nbrs,lawrence,obergefell,std_init_use,evangelical_pop
IN,2012,0,Curriculum,,2022,6537334,-0.52505499,,29764.982,-0.067578621,0.49587366,0,24,576,13824,0,0,1,1,,
IN,2013,0,Anti-bullying,,2022,6537334,-0.66629499,,29570.053,-0.25406012,0.10934754,1,12,144,1728,1,1,1,1,,
IN,2013,0,Curriculum,,2022,6537334,-0.66629499,,29570.053,-0.25406012,0.10934754,1,25,625,15625,0,0,1,1,,
IN,2014,0,Anti-bullying,,2022,6537334,-0.595101,,30076.043,-0.25406012,0.10934754,1,13,169,2197,1,1,1,1,,
IN,2014,0,Curriculum,,2022,6537334,-0.595101,,30076.043,-0.25406012,0.10934754,1,26,676,17576,0,0,1,1,,
IN,2015,0,Anti-bullying,,2022,,,,,-0.25406012,0.10934754,,14,196,2744,1,1,1,1,,
IN,2015,0,Curriculum,,2022,,,,,-0.25406012,0.10934754,,27,729,19683,0,0,1,1,,
IN,2016,0,Anti-bullying,,2022,,,,,-0.25406012,0.10934754,,15,225,3375,1,1,1,1,,
IN,2016,0,Curriculum,,2022,,,,,-0.25406012,0.10934754,,28,784,21952,0,0,1,1,,
IN,2017,0,Anti-bullying,,2022,,,,,,,,16,256,4096,1,1,1,1,,
IN,2017,0,Curriculum,,2022,,,,,,,,29,841,24389,0,0,1,1,,
IN,2018,0,Anti-bullying,,2022,,,,,,,,17,289,4913,1,1,1,1,,
IN,2018,0,Curriculum,,2022,,,,,,,,30,900,27000,0,0,1,1,,
IN,2019,0,Anti-bullying,,2022,,,,,,,,18,324,5832,1,1,1,1,,
IN,2019,0,Curriculum,,2022,,,,,,,,31,961,29791,0,1,1,1,,
KS,1988,0,Curriculum,,2022,2487000,-0.312841,16207,25128.215,-0.57111949,-0.5445044,1,0,0,0,0,0,1,1,-0.45359841,
KS,1989,0,Curriculum,,2022,2513000,-0.370994,17008,25222.271,-0.55841523,-0.54853934,1,1,1,1,0,0,1,1,-0.45359841,
KS,1990,0,Curriculum,,2022,2477574,-0.418935,18034,25334.654,-0.55841523,-0.54853934,1,2,4,8,0,0,1,1,-0.45359841,
KS,1991,0,Curriculum,,2022,2495000,-0.48434699,18605,25009.006,-0.57245213,-0.52911556,0,3,9,27,0,0,1,1,-0.45359841,
KS,1992,0,Curriculum,,2022,2523000,-0.494028,19710,25833.537,-0.57245213,-0.52911556,0,4,16,64,0,0,1,1,-0.45359841,
KS,1993,0,Curriculum,,2022,2531000,-0.58276498,20371,25996.484,-0.65442359,-0.34856272,0,5,25,125,0,0,1,1,-0.45359841,
KS,1994,0,Curriculum,,2022,2554000,-0.60549098,21235,26259.086,-0.65442359,-0.34856272,0,6,36,216,0,0,1,1,-0.45359841,
KS,1995,0,Curriculum,,2022,2565000,-0.601143,21870,26392.414,-0.65798819,-0.39040363,1,7,49,343,0,0,1,1,-0.45359841,
KS,1996,0,Curriculum,,2022,2572000,-0.61577702,23255,27177.629,-0.65798819,-0.39040363,1,8,64,512,0,0,1,1,-0.45359841,
KS,1997,0,Curriculum,,2022,2595000,-0.73697001,24504,28006.115,-0.6390236,-0.42887971,1,9,81,729,0,0,1,1,-0.45359841,
KS,1998,0,Curriculum,,2022,2629000,-0.83567101,26032,29151.525,-0.6390236,-0.42887971,1,10,100,1000,0,0,1,1,-0.45359841,
KS,1999,0,Curriculum,,2022,2654052,-0.75406802,26826,29418.941,-0.62751698,-0.37190288,1,11,121,1331,0,0,1,1,-0.45359841,
KS,2000,0,Curriculum,,2022,2688418,-0.69842201,28468,30029.299,-0.62751698,-0.37190288,1,12,144,1728,0,0,1,1,-0.45359841,
KS,2001,0,Anti-bullying,,2022,2702125,-0.62424201,29662,30259.971,-0.54316336,-0.54608965,1,0,0,0,0,0,1,1,-0.45359841,
KS,2001,0,Curriculum,,2022,2702125,-0.62424201,29662,30259.971,-0.54316336,-0.54608965,1,13,169,2197,0,0,1,1,-0.45359841,
KS,2002,0,Anti-bullying,,2022,2711769,-0.634978,29742,29861,-0.54316336,-0.54608965,1,1,1,1,0,0,1,1,-0.45359841,
KS,2002,0,Curriculum,,2022,2711769,-0.634978,29742,29861,-0.54316336,-0.54608965,1,14,196,2744,0,0,1,1,-0.45359841,
KS,2003,0,Anti-bullying,,2022,2724786,-0.585702,30812,30086.32,-0.55278087,-0.61302209,0,2,4,8,0,0,1,1,-0.45359841,
KS,2003,0,Curriculum,,2022,2724786,-0.585702,30812,30086.32,-0.55278087,-0.61302209,0,15,225,3375,0,0,1,1,-0.45359841,
KS,2004,0,Anti-bullying,,2022,2733697,-0.61377901,31882,30474.432,-0.55278087,-0.61302209,0,3,9,27,0,0,1,1,-0.45359841,
KS,2004,0,Curriculum,,2022,2733697,-0.61377901,31882,30474.432,-0.55278087,-0.61302209,0,16,256,4096,0,0,1,1,-0.45359841,
KS,2005,0,Anti-bullying,,2022,2748172,-0.66288698,33102,30842.762,-0.64372849,-0.42849845,0,4,16,64,0,0,1,1,-0.45359841,
KS,2005,0,Curriculum,,2022,2748172,-0.66288698,33102,30842.762,-0.64372849,-0.42849845,0,17,289,4913,0,0,1,1,-0.45359841,
KS,2006,0,Anti-bullying,,2022,2764075,-0.72083002,35678,32113.398,-0.64372849,-0.42849845,0,5,25,125,0,1,1,1,-0.45359841,
KS,2006,0,Curriculum,,2022,2764075,-0.72083002,35678,32113.398,-0.64372849,-0.42849845,0,18,324,5832,0,0,1,1,-0.45359841,
KS,2007,0,Anti-bullying,,2022,2775997,-0.79182398,37663,33076.5,-0.53318,-0.6253922,0,6,36,216,1,1,1,1,-0.45359841,
KS,2007,0,Curriculum,,2022,2775997,-0.79182398,37663,33076.5,-0.53318,-0.6253922,0,19,361,6859,0,0,1,1,-0.45359841,
KS,2008,0,Anti-bullying,,2022,2802134,-0.824018,40456,34204.758,-0.53318,-0.6253922,0,7,49,343,1,1,1,1,-0.45359841,
KS,2008,0,Curriculum,,2022,2802134,-0.824018,40456,34204.758,-0.53318,-0.6253922,0,20,400,8000,0,0,1,1,-0.45359841,
KS,2009,0,Anti-bullying,,2022,2818747,-0.71245301,38246,32610.369,-0.53983992,-0.58439726,0,8,64,512,1,1,1,1,-0.45359841,
KS,2009,0,Curriculum,,2022,2818747,-0.71245301,38246,32610.369,-0.53983992,-0.58439726,0,21,441,9261,0,0,1,1,-0.45359841,
KS,2010,0,Anti-bullying,,2022,2859143,-0.64876199,39005,32369.561,-0.53983992,-0.58439726,0,9,81,729,1,1,1,1,-0.45359841,
KS,2010,0,Curriculum,,2022,2859143,-0.64876199,39005,32369.561,-0.53983992,-0.58439726,0,22,484,10648,0,0,1,1,-0.45359841,
KS,2011,0,Anti-bullying,,2022,2870386,-0.78182799,,33912.75,-0.63185215,-0.38450086,1,10,100,1000,1,2,1,1,,
KS,2011,0,Curriculum,,2022,2870386,-0.78182799,,33912.75,-0.63185215,-0.38450086,1,23,529,12167,0,0,1,1,,
KS,2012,0,Anti-bullying,,2022,2885905,-0.90292197,,34261.031,-0.63185215,-0.38450086,0,11,121,1331,2,2,1,1,,
KS,2012,0,Curriculum,,2022,2885905,-0.90292197,,34261.031,-0.63185215,-0.38450086,0,24,576,13824,0,0,1,1,,
KS,2013,0,Anti-bullying,,2022,2885905,-0.91549098,,34218.973,-0.68004858,-0.31676018,1,12,144,1728,2,2,1,1,,
KS,2013,0,Curriculum,,2022,2885905,-0.91549098,,34218.973,-0.68004858,-0.31676018,1,25,625,15625,0,0,1,1,,
KS,2014,0,Anti-bullying,,2022,2885905,-0.94801903,,34113.488,-0.68004858,-0.31676018,1,13,169,2197,2,2,1,1,,
KS,2014,0,Curriculum,,2022,2885905,-0.94801903,,34113.488,-0.68004858,-0.31676018,1,26,676,17576,0,0,1,1,,
KS,2015,0,Anti-bullying,,2022,,,,,-0.68004858,-0.31676018,,14,196,2744,2,2,1,1,,
KS,2015,0,Curriculum,,2022,,,,,-0.68004858,-0.31676018,,27,729,19683,0,0,1,1,,
KS,2016,0,Anti-bullying,,2022,,,,,-0.68004858,-0.31676018,,15,225,3375,2,2,1,1,,
KS,2016,0,Curriculum,,2022,,,,,-0.68004858,-0.31676018,,28,784,21952,0,0,1,1,,
KS,2017,0,Anti-bullying,,2022,,,,,,,,16,256,4096,2,2,1,1,,
KS,2017,0,Curriculum,,2022,,,,,,,,29,841,24389,0,0,1,1,,
KS,2018,0,Anti-bullying,,2022,,,,,,,,17,289,4913,2,2,1,1,,
KS,2018,0,Curriculum,,2022,,,,,,,,30,900,27000,0,0,1,1,,
KS,2019,0,Anti-bullying,,2022,,,,,,,,18,324,5832,2,2,1,1,,
KS,2019,0,Curriculum,,2022,,,,,,,,31,961,29791,0,1,1,1,,
KY,1988,0,Curriculum,,2022,3721000,-0.444857,13553,20823.084,-0.79334569,0.52596325,1,0,0,0,0,0,1,1,-0.45359841,
KY,1989,0,Curriculum,,2022,3727000,-0.48641199,14530,21364.576,-0.74625576,0.43408248,1,1,1,1,0,0,1,1,-0.45359841,
KY,1990,0,Curriculum,,2022,3685296,-0.57976502,15360,21418.699,-0.74625576,0.43408248,1,2,4,8,0,0,1,1,-0.45359841,
KY,1991,0,Curriculum,,2022,3713000,-0.472491,16142,21519.316,-0.84886211,0.79887962,1,3,9,27,0,0,1,1,-0.45359841,
KY,1992,0,Curriculum,,2022,3755000,-0.38952801,17150,22261.182,-0.84886211,0.79887962,1,4,16,64,0,0,1,1,-0.45359841,
KY,1993,0,Curriculum,,2022,3789000,-0.43952599,17554,22176.877,-0.72125226,0.41846067,1,5,25,125,0,0,1,1,-0.45359841,
KY,1994,0,Curriculum,,2022,3827000,-0.45356101,18308,22510.563,-0.72125226,0.41846067,1,6,36,216,0,0,1,1,-0.45359841,
KY,1995,0,Curriculum,,2022,3860000,-0.440871,18978,22712.965,-0.75894684,0.66015875,1,7,49,343,0,0,1,1,-0.45359841,
KY,1996,0,Curriculum,,2022,3884000,-0.54190803,19982,23223.039,-0.75894684,0.66015875,1,8,64,512,0,0,1,1,-0.45359841,
KY,1997,0,Curriculum,,2022,3908000,-0.437047,21021,23902.602,-0.78588605,0.78160548,1,9,81,729,0,0,1,1,-0.45359841,
KY,1998,0,Curriculum,,2022,3936000,-0.298704,22244,24769.912,-0.78588605,0.78160548,1,10,100,1000,0,0,1,1,-0.45359841,
KY,1999,0,Curriculum,,2022,3960825,-0.30998901,23032,25109.332,-0.74608821,1.0697548,1,11,121,1331,0,0,1,1,-0.45359841,
KY,2000,0,Curriculum,,2022,4041769,-0.38599199,24785,26069.828,-0.74608821,1.0697548,0,12,144,1728,0,0,1,1,-0.45359841,
KY,2001,0,Anti-bullying,,2022,4068816,-0.421363,25363,26139.846,-0.38887662,0.21538894,0,0,0,0,0,0,1,1,-0.45359841,
KY,2001,0,Curriculum,,2022,4068816,-0.421363,25363,26139.846,-0.38887662,0.21538894,0,13,169,2197,0,0,1,1,-0.45359841,
KY,2002,0,Anti-bullying,,2022,4089822,-0.449321,25856,26180,-0.38887662,0.21538894,0,1,1,1,0,0,1,1,-0.45359841,
KY,2002,0,Curriculum,,2022,4089822,-0.449321,25856,26180,-0.38887662,0.21538894,0,14,196,2744,0,0,1,1,-0.45359841,
KY,2003,0,Anti-bullying,,2022,4118189,-0.41962299,26347,26102.121,-0.54397291,0.49844706,0,2,4,8,0,0,1,1,-0.45359841,
KY,2003,0,Curriculum,,2022,4118189,-0.41962299,26347,26102.121,-0.54397291,0.49844706,0,15,225,3375,0,0,1,1,-0.45359841,
KY,2004,0,Anti-bullying,,2022,4141835,-0.49107301,27492,26709.77,-0.54397291,0.49844706,0,3,9,27,0,0,1,1,-0.45359841,
KY,2004,0,Curriculum,,2022,4141835,-0.49107301,27492,26709.77,-0.54397291,0.49844706,0,16,256,4096,0,0,1,1,-0.45359841,
KY,2005,0,Anti-bullying,,2022,4172608,-0.52965099,28486,26870.777,-0.55080122,0.63205975,0,4,16,64,0,0,1,1,-0.45359841,
KY,2005,0,Curriculum,,2022,4172608,-0.52965099,28486,26870.777,-0.55080122,0.63205975,0,17,289,4913,0,0,1,1,-0.45359841,
KY,2006,0,Anti-bullying,,2022,4206074,-0.65869802,30034,27302.68,-0.55080122,0.63205975,0,5,25,125,0,1,1,1,-0.45359841,
KY,2006,0,Curriculum,,2022,4206074,-0.65869802,30034,27302.68,-0.55080122,0.63205975,0,18,324,5832,0,0,1,1,-0.45359841,
KY,2007,0,Anti-bullying,,2022,4241474,-0.63280201,31175,27488.844,-0.30456921,0.0074370918,0,6,36,216,1,1,1,1,-0.45359841,
KY,2007,0,Curriculum,,2022,4241474,-0.63280201,31175,27488.844,-0.30456921,0.0074370918,0,19,361,6859,0,0,1,1,-0.45359841,
KY,2008,0,Anti-bullying,,2022,4269245,-0.65535301,32525,27534.428,-0.30456921,0.0074370918,0,7,49,343,1,1,1,1,-0.45359841,
KY,2008,0,Curriculum,,2022,4269245,-0.65535301,32525,27534.428,-0.30456921,0.0074370918,0,20,400,8000,0,0,1,1,-0.45359841,
KY,2009,0,Anti-bullying,,2022,4314113,-0.62477702,31957,27044.074,-0.36799118,0.2162485,0,8,64,512,1,1,1,1,-0.45359841,
KY,2009,0,Curriculum,,2022,4314113,-0.62477702,31957,27044.074,-0.36799118,0.2162485,0,21,441,9261,0,0,1,1,-0.45359841,
KY,2010,0,Anti-bullying,,2022,4347223,-0.71399301,32376,27206.6,-0.36799118,0.2162485,0,9,81,729,1,2,1,1,-0.45359841,
KY,2010,0,Curriculum,,2022,4347223,-0.71399301,32376,27206.6,-0.36799118,0.2162485,0,22,484,10648,0,0,1,1,-0.45359841,
KY,2011,0,Anti-bullying,,2022,4366814,-0.76876199,,27654.529,-0.57061625,0.34324193,0,10,100,1000,2,2,1,1,,
KY,2011,0,Curriculum,,2022,4366814,-0.76876199,,27654.529,-0.57061625,0.34324193,0,23,529,12167,0,0,1,1,,
KY,2012,0,Anti-bullying,,2022,4380415,-0.75479603,,28062.313,-0.57061625,0.34324193,0,11,121,1331,2,2,1,1,,
KY,2012,0,Curriculum,,2022,4380415,-0.75479603,,28062.313,-0.57061625,0.34324193,0,24,576,13824,0,0,1,1,,
KY,2013,0,Anti-bullying,,2022,4380415,-0.72646302,,27775.355,-0.64005119,0.5058074,0,12,144,1728,2,2,1,1,,
KY,2013,0,Curriculum,,2022,4380415,-0.72646302,,27775.355,-0.64005119,0.5058074,0,25,625,15625,0,0,1,1,,
KY,2014,0,Anti-bullying,,2022,4380415,-0.69766402,,28417.902,-0.64005119,0.5058074,0,13,169,2197,2,2,1,1,,
KY,2014,0,Curriculum,,2022,4380415,-0.69766402,,28417.902,-0.64005119,0.5058074,0,26,676,17576,0,0,1,1,,
KY,2015,0,Anti-bullying,,2022,,,,,-0.64005119,0.5058074,,14,196,2744,2,2,1,1,,
KY,2015,0,Curriculum,,2022,,,,,-0.64005119,0.5058074,,27,729,19683,0,0,1,1,,
KY,2016,0,Anti-bullying,,2022,,,,,-0.64005119,0.5058074,,15,225,3375,2,2,1,1,,
KY,2016,0,Curriculum,,2022,,,,,-0.64005119,0.5058074,,28,784,21952,0,0,1,1,,
KY,2017,0,Anti-bullying,,2022,,,,,,,,16,256,4096,2,2,1,1,,
KY,2017,0,Curriculum,,2022,,,,,,,,29,841,24389,0,0,1,1,,
KY,2018,0,Anti-bullying,,2022,,,,,,,,17,289,4913,2,2,1,1,,
KY,2018,0,Curriculum,,2022,,,,,,,,30,900,27000,0,0,1,1,,
KY,2019,0,Anti-bullying,,2022,,,,,,,,18,324,5832,2,2,1,1,,
KY,2019,0,Curriculum,,2022,,,,,,,,31,961,29791,0,1,1,1,,
LA,1988,0,Curriculum,,2022,,,,,,,,0,0,0,0,0,1,1,,
LA,1989,0,Curriculum,,2022,,,,,,,,1,1,1,0,0,1,1,,
LA,1990,0,Curriculum,,2022,,,,,,,,2,4,8,0,0,1,1,,
LA,1991,0,Curriculum,,2022,,,,,,,,3,9,27,0,1,1,1,,
LA,1992,0,Curriculum,,2022,,,,,,,,4,16,64,1,1,1,1,,
LA,1993,0,Curriculum,,2022,,,,,,,,5,25,125,1,1,1,1,,
LA,1994,0,Curriculum,,2022,,,,,,,,6,36,216,1,1,1,1,,
LA,1995,0,Curriculum,,2022,,,,,,,,7,49,343,1,1,1,1,,
LA,1996,0,Curriculum,,2022,,,,,,,,8,64,512,1,1,1,1,,
LA,1997,0,Curriculum,,2022,,,,,,,,9,81,729,1,1,1,1,,
LA,1998,0,Curriculum,,2022,,,,,,,,10,100,1000,1,2,1,1,,
LA,1999,0,Curriculum,,2022,,,,,,,,11,121,1331,2,2,1,1,,
LA,2000,0,Curriculum,,2022,,,,,,,,12,144,1728,2,2,1,1,,
LA,2001,0,Anti-bullying,,2022,,,,,,,,0,0,0,0,0,1,1,,
LA,2001,0,Curriculum,,2022,,,,,,,,13,169,2197,2,2,1,1,,
LA,2002,0,Anti-bullying,,2022,,,,,,,,1,1,1,0,0,1,1,,
LA,2002,0,Curriculum,,2022,,,,,,,,14,196,2744,2,2,1,1,,
LA,2003,0,Anti-bullying,,2022,,,,,,,,2,4,8,0,0,1,1,,
LA,2003,0,Curriculum,,2022,,,,,,,,15,225,3375,2,2,1,1,,
LA,2004,0,Anti-bullying,,2022,,,,,,,,3,9,27,0,0,1,1,,
LA,2004,0,Curriculum,,2022,,,,,,,,16,256,4096,2,2,1,1,,
LA,2005,0,Anti-bullying,,2022,,,,,,,,4,16,64,0,0,1,1,,
LA,2005,0,Curriculum,,2022,,,,,,,,17,289,4913,2,2,1,1,,
LA,2006,0,Anti-bullying,,2022,,,,,,,,5,25,125,0,0,1,1,,
LA,2006,0,Curriculum,,2022,,,,,,,,18,324,5832,2,2,1,1,,
LA,2007,0,Anti-bullying,,2022,,,,,,,,6,36,216,0,0,1,1,,
LA,2007,0,Curriculum,,2022,,,,,,,,19,361,6859,2,2,1,1,,
LA,2008,0,Anti-bullying,,2022,,,,,,,,7,49,343,0,0,1,1,,
LA,2008,0,Curriculum,,2022,,,,,,,,20,400,8000,2,2,1,1,,
LA,2009,0,Anti-bullying,,2022,,,,,,,,8,64,512,0,0,1,1,,
LA,2009,0,Curriculum,,2022,,,,,,,,21,441,9261,2,2,1,1,,
LA,2010,0,Anti-bullying,,2022,,,,,,,,9,81,729,0,0,1,1,,
LA,2010,0,Curriculum,,2022,,,,,,,,22,484,10648,2,2,1,1,,
LA,2011,0,Anti-bullying,,2022,,,,,,,,10,100,1000,0,1,1,1,,
LA,2011,0,Curriculum,,2022,,,,,,,,23,529,12167,2,2,1,1,,
LA,2012,0,Anti-bullying,,2022,,,,,,,,11,121,1331,1,1,1,1,,
LA,2012,0,Curriculum,,2022,,,,,,,,24,576,13824,2,2,1,1,,
LA,2013,0,Anti-bullying,,2022,,,,,,,,12,144,1728,1,1,1,1,,
LA,2013,0,Curriculum,,2022,,,,,,,,25,625,15625,2,2,1,1,,
LA,2014,0,Anti-bullying,,2022,,,,,,,,13,169,2197,1,1,1,1,,
LA,2014,0,Curriculum,,2022,,,,,,,,26,676,17576,2,2,1,1,,
LA,2015,0,Anti-bullying,,2022,,,,,,,,14,196,2744,1,1,1,1,,
LA,2015,0,Curriculum,,2022,,,,,,,,27,729,19683,2,2,1,1,,
LA,2016,0,Anti-bullying,,2022,,,,,,,,15,225,3375,1,1,1,1,,
LA,2016,0,Curriculum,,2022,,,,,,,,28,784,21952,2,2,1,1,,
LA,2017,0,Anti-bullying,,2022,,,,,,,,16,256,4096,1,1,1,1,,
LA,2017,0,Curriculum,,2022,,,,,,,,29,841,24389,2,2,1,1,,
LA,2018,0,Anti-bullying,,2022,,,,,,,,17,289,4913,1,1,1,1,,
LA,2018,0,Curriculum,,2022,,,,,,,,30,900,27000,2,2,1,1,,
LA,2019,0,Anti-bullying,,2022,,,,,,,,18,324,5832,1,1,1,1,,
LA,2019,0,Curriculum,,2022,,,,,,,,31,961,29791,2,2,1,1,,
LA,2020,0,Anti-bullying,,2022,,,,,,,,19,361,6859,1,1,1,1,,
LA,2020,0,Curriculum,,2022,,,,,,,,32,1024,32768,2,2,1,1,,
LA,2021,0,Anti-bullying,,2022,,,,,,,,20,400,8000,1,1,1,1,,
LA,2021,0,Curriculum,,2022,,,,,,,,33,1089,35937,2,2,1,1,,
LA,2021,0,Sports,,2022,,,,,,,,0,0,0,0,0,1,1,,
LA,2022,0,Anti-bullying,,2022,,,,,,,,21,441,9261,1,1,1,1,,
LA,2022,1,Bathroom ban,,2022,,,,,,,,0,0,0,0,0,1,1,,
LA,2022,0,Curriculum,,2022,,,,,,,,34,1156,39304,2,2,1,1,,
LA,2022,0,Sports,,2022,,,,,,,,1,1,1,0,0,1,1,,
MA,1988,0,Curriculum,,2022,5871000,1.5843199,21127,32547.758,1.9153774,-3.1985955,1,0,0,0,0,0,1,1,0.87591416,
MA,1989,0,Curriculum,,2022,5913000,1.65669,22095,32551.746,2.2718534,-4.2522583,1,1,1,1,0,0,1,1,0.87591416,
MA,1990,0,Curriculum,,2022,6016425,1.57907,22797,31768.109,2.2718534,-4.2522583,1,2,4,8,0,0,1,1,1.319085,
MA,1991,0,Curriculum,,2022,5996000,1.55397,23314,30997.748,1.4667554,-3.0929019,0,3,9,27,0,0,1,1,1.319085,
MA,1991,0,Nondiscrimination,P,1993,5996000,1.55397,23314,30997.748,1.4667554,-3.0929019,0,0,0,0,0,0,1,1,1.319085,
MA,1992,0,Curriculum,,2022,5998000,1.4563,24422,31593.414,1.4667554,-3.0929019,0,4,16,64,0,0,0,0,1.319085,
MA,1992,0,Nondiscrimination,P,1993,5998000,1.4563,24422,31593.414,1.4667554,-3.0929019,0,1,1,1,0,0,1,1,1.319085,
MA,1993,0,Curriculum,,2022,6012000,1.52385,25182,31730.875,1.4667554,-3.0929019,0,5,25,125,0,0,0,0,1.319085,
MA,1993,1,Nondiscrimination,P,1993,6012000,1.52385,25182,31730.875,1.4667554,-3.0929019,0,2,4,8,0,0,1,1,1.319085,
MA,1994,0,Curriculum,,2022,6041000,1.52795,26393,32293.385,1.4667554,-3.0929019,0,6,36,216,0,0,0,0,2.6485975,
MA,1994,0,Nondiscrimination,P,2011,6041000,1.52795,26393,32293.385,1.4667554,-3.0929019,0,3,9,27,0,0,1,1,2.6485975,
MA,1995,0,Curriculum,,2022,6074000,1.44947,27662,32973.402,1.4667554,-3.0929019,0,7,49,343,0,0,1,0,2.6485975,
MA,1995,0,Nondiscrimination,P,2011,6074000,1.44947,27662,32973.402,1.4667554,-3.0929019,0,4,16,64,0,0,1,1,2.6485975,
MA,1996,0,Curriculum,,2022,6092000,1.42284,29279,33850.785,1.4667554,-3.0929019,0,8,64,512,0,0,1,0,-0.010427549,
MA,1996,0,Nondiscrimination,P,2011,6092000,1.42284,29279,33850.785,1.4667554,-3.0929019,0,5,25,125,0,0,1,1,-0.010427549,
MA,1997,0,Curriculum,,2022,6118000,1.6461,30911,34917.414,1.4667554,-3.0929019,0,9,81,729,0,0,1,0,-0.010427549,
MA,1997,0,Nondiscrimination,P,2011,6118000,1.6461,30911,34917.414,1.4667554,-3.0929019,0,6,36,216,0,1,1,1,-0.010427549,
MA,1998,0,Curriculum,,2022,6147000,1.84629,33006,36283.512,1.4667554,-3.0929019,0,10,100,1000,0,0,1,0,0.43274331,
MA,1998,0,Nondiscrimination,P,2011,6147000,1.84629,33006,36283.512,1.4667554,-3.0929019,0,7,49,343,1,1,1,1,0.43274331,
MA,1999,0,Curriculum,,2022,6175169,1.75352,34671,37559.797,0.99845189,-1.2560089,0,11,121,1331,0,0,1,0,0.43274331,
MA,1999,0,Nondiscrimination,P,2011,6175169,1.75352,34671,37559.797,0.99845189,-1.2560089,0,8,64,512,1,1,1,1,0.43274331,
MA,2000,0,Curriculum,,2022,6349097,1.81741,38222,40156.77,0.99845189,-1.2560089,0,12,144,1728,0,0,1,0,2.2054267,
MA,2000,0,Nondiscrimination,P,2011,6349097,1.81741,38222,40156.77,0.99845189,-1.2560089,0,9,81,729,1,1,1,1,2.2054267,
MA,2001,0,Anti-bullying,P,2014,6401164,1.74839,39547,40402.836,1.0424261,-1.137338,0,0,0,0,0,1,1,0,2.2054267,
MA,2001,0,Curriculum,,2022,6401164,1.74839,39547,40402.836,1.0424261,-1.137338,0,13,169,2197,0,0,1,0,2.2054267,
MA,2001,0,Nondiscrimination,P,2011,6401164,1.74839,39547,40402.836,1.0424261,-1.137338,0,10,100,1000,1,2,1,1,2.2054267,
MA,2002,0,Anti-bullying,P,2014,6421800,1.77472,39597,39742,1.0424261,-1.137338,0,1,1,1,1,1,1,0,0.43274331,
MA,2002,0,Curriculum,,2022,6421800,1.77472,39597,39742,1.0424261,-1.137338,0,14,196,2744,0,0,1,0,0.43274331,
MA,2002,0,Nondiscrimination,P,2011,6421800,1.77472,39597,39742,1.0424261,-1.137338,0,11,121,1331,2,2,1,1,0.43274331,
MA,2003,0,Anti-bullying,P,2014,6420357,1.78329,40264,39836.117,1.0507371,-1.4589236,0,2,4,8,1,1,1,0,0.43274331,
MA,2003,0,Curriculum,,2022,6420357,1.78329,40264,39836.117,1.0507371,-1.4589236,0,15,225,3375,0,0,1,0,0.43274331,
MA,2003,0,Nondiscrimination,P,2011,6420357,1.78329,40264,39836.117,1.0507371,-1.4589236,0,12,144,1728,2,2,1,1,0.43274331,
MA,2004,0,Anti-bullying,P,2014,6407382,1.9094501,42276,40640.828,1.0507371,-1.4589236,0,3,9,27,1,1,1,0,-0.45359841,
MA,2004,0,Curriculum,,2022,6407382,1.9094501,42276,40640.828,1.0507371,-1.4589236,0,16,256,4096,0,0,1,0,-0.45359841,
MA,2004,0,Nondiscrimination,P,2011,6407382,1.9094501,42276,40640.828,1.0507371,-1.4589236,0,13,169,2197,2,2,1,1,-0.45359841,
MA,2005,0,Anti-bullying,P,2014,6433367,2.02542,44097,41079.469,1.0621229,-1.5688069,0,4,16,64,1,1,1,0,-0.45359841,
MA,2005,0,Curriculum,,2022,6433367,2.02542,44097,41079.469,1.0621229,-1.5688069,0,17,289,4913,0,0,1,0,-0.45359841,
MA,2005,0,Nondiscrimination,P,2011,6433367,2.02542,44097,41079.469,1.0621229,-1.5688069,0,14,196,2744,2,2,1,1,-0.45359841,
MA,2006,0,Anti-bullying,P,2014,6437193,1.8809201,47559,42779.793,1.0621229,-1.5688069,0,5,25,125,1,1,1,0,0.87591416,
MA,2006,0,Curriculum,,2022,6437193,1.8809201,47559,42779.793,1.0621229,-1.5688069,0,18,324,5832,0,0,1,0,0.87591416,
MA,2006,0,Nondiscrimination,P,2011,6437193,1.8809201,47559,42779.793,1.0621229,-1.5688069,0,15,225,3375,2,2,1,1,0.87591416,
MA,2007,0,Anti-bullying,P,2014,6449755,1.91776,50150,43471.797,1.1250594,-1.7950231,1,6,36,216,1,2,1,0,0.87591416,
MA,2007,0,Curriculum,,2022,6449755,1.91776,50150,43471.797,1.1250594,-1.7950231,1,19,361,6859,0,0,1,0,0.87591416,
MA,2007,0,Nondiscrimination,P,2011,6449755,1.91776,50150,43471.797,1.1250594,-1.7950231,1,16,256,4096,2,3,1,1,0.87591416,
MA,2008,0,Anti-bullying,P,2014,6497967,2.00336,51897,43233.891,1.1250594,-1.7950231,1,7,49,343,2,2,1,0,0.87591416,
MA,2008,0,Curriculum,,2022,6497967,2.00336,51897,43233.891,1.1250594,-1.7950231,1,20,400,8000,0,0,1,0,0.87591416,
MA,2008,0,Nondiscrimination,P,2011,6497967,2.00336,51897,43233.891,1.1250594,-1.7950231,1,17,289,4913,3,3,1,1,0.87591416,
MA,2009,0,Anti-bullying,P,2014,6593587,2.0588901,49816,42175.711,1.0526201,-1.662145,1,8,64,512,2,2,1,0,0.87591416,
